Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate
3,3.444137264,0.181569199,0,3.066732517,2,0.01
8,8.476302106,0.211802397,2,1.121853834,1,0.01
9,3.26709985,0.246869825,3,5.358929094,1,0.01
4,6.150182036,0.276803284,2,4.255955912,1,0.01
4,5.271743011,0.113755689,1,0.792227047,0,0.01
5,1.33941315,0.193019968,2,2.456323635,2,0.01
11,2.749801889,0.282086947,2,6.102849998,1,0.01
8,0.50973743,0.378295727,0,1.410717462,1,0.00900291806
6,2.300548332,0.298915571,1,1.451157998,3,0.00989946004
2,0.785738789,0.228147702,0,2.682372422,1,0.01
8,4.084650888,0.131622418,2,1.841087133,4,0.01
7,2.252700229,0.584260022,1,9.130285328,2,0.01
6,1.589145554,0.670930262,1,1.834258587,1,0.01
5,0.939192863,0.119312159,1,2.06542489,0,0.00851375985
3,19.93267164,0.250433579,2,0.188309106,2,0.01
5,0.223234968,0.6687615,1,2.605130186,0,0.00925304068
3,0.133613797,0.18850221,2,5.557134104,2,0.01
3,0.73485412,0.352727587,0,5.218668994,1,0.01
7,10.62888345,0.335824663,3,5.404504099,0,0.01
4,11.62391698,0.31890757,4,4.935170438,1,0.01
4,3.192004258,0.571462121,1,10.28372383,1,0.01
6,6.363458475,0.276430748,2,3.995125686,2,0.01
6,0.722249398,0.233936791,1,2.026807168,2,0.01
3,10.73116579,0.29278406,4,2.152462893,0,0.01
4,0.462199026,0.233906502,1,2.519294356,1,0.01
6,0.319834521,0.401436058,2,1.67847273,4,0.01
6,0.357065353,0.09689916,2,4.289220612,1,0.01
6,2.55381269,0.171365151,2,5.799863509,0,0.01
6,4.555699993,0.252082371,4,2.261834787,2,0.01
3,1.370277629,0.361237862,1,7.039498418,3,0.01
5,11.43598842,0.188024281,1,1.091149452,5,0.01
2,1.70971131,0.382309667,4,0.428272649,3,0.01
5,0.489140327,0.217161103,2,2.194252587,2,0.01
3,1.881891518,0.692524687,2,0.494582769,4,0.01
3,3.409289828,0.314983202,1,1.527054525,0,0.00730407109
5,5.355408405,0.591597537,4,3.645431128,0,0.01
11,1.841723377,0.34887354,0,0.708657769,0,0.01
7,2.701302538,0.114266594,3,3.414782126,1,0.01
7,0.933239891,0.105947615,4,1.882114876,0,0.01
4,3.114667778,0.240746983,2,4.905288054,4,0.01
1,12.80008785,0.444960196,1,0.853810452,2,0.01
4,0.150892653,0.179093776,1,1.882119734,4,0.01
5,6.528668115,0.065253789,3,1.643101105,4,0.01
4,2.478544681,0.605469653,2,3.65691555,0,0.01
4,0.871452623,0.097646144,4,2.046011282,1,0.00832439045
7,9.295934697,0.2586435,3,4.819333441,1,0.01
6,1.981193835,0.246013043,0,3.733268039,3,0.01
8,1.209010553,0.049225381,2,3.096045273,1,0.01
4,0.600836954,0.364635548,2,2.567608101,3,0.01
3,0.84093673,0.161348492,1,9.548385899,2,0.01
0,5.366573797,0.098747475,2,3.387571947,2,0.01
4,2.858942023,0.67788403,4,4.182923861,1,0.00937683641
1,7.334023097,0.474198195,1,4.123284819,0,0.01
4,0.791773406,0.245653377,0,2.063405403,1,0.0071034107800000005
3,0.387384129,0.622614116,0,0.421250361,1,0.00714383971
5,0.018318407,0.091171912,2,9.033040065,1,0.01
6,2.126988571,0.21443791,1,2.299828638,7,0.01
6,19.14363617,0.296693145,1,4.02973372,2,0.01
4,3.561988908,0.425551826,1,9.397374059,3,0.01
4,1.106219117,0.318214031,1,2.125564079,4,0.00911939428
5,6.283265558,0.208292662,2,2.702707577,2,0.01
1,4.565961053,0.066625058,1,7.329865601,1,0.01
9,0.046605645,0.26771831,3,1.950059613,0,0.01
7,5.092521046,0.137906576,1,1.185222484,2,0.01
5,1.072283213,0.097396061,1,0.662854192,2,0.01
4,0.486404532,0.298528424,2,15.27774418,2,0.01
5,0.769832815,0.261426453,0,8.675913616,6,0.01
4,1.896606725,0.175444492,3,0.218927192,1,0.01
1,1.659466718,0.560390961,2,5.42036866,4,0.01
3,1.022773055,0.315658745,4,9.181610398,2,0.01
7,0.567017501,0.085366136,3,3.098959491,0,0.01
6,4.30936434,0.211630209,4,2.375374489,4,0.01
10,13.8486278,0.590171274,1,2.516002091,2,0.01
4,4.512418532,0.442885423,4,8.286734015,2,0.01
5,1.052662177,0.729019064,1,1.569542784,3,0.008074644819999999
6,0.842353591,0.305069468,0,1.597971773,1,0.01
6,0.736420084,0.323991658,1,1.57907885,0,0.00906455951
8,0.440961955,0.200035989,0,0.126678625,0,0.007416358840000001
4,2.40440656,0.381602221,0,2.454699278,4,0.01
3,2.789650884,0.138160317,1,7.519666599,3,0.01
3,3.667455931,0.06221773,0,4.517620226,1,0.01
9,3.420303869,0.384800642,1,4.973141644,0,0.01
7,1.037346224,0.529709955,1,4.086094249,0,0.01
2,1.202825585,0.128679362,2,2.762675601,1,0.01
2,3.432535327,0.168942374,0,2.86858136,0,0.01
4,1.289800481,0.315384982,2,4.169699529,2,0.01
6,0.717145055,0.608597859,2,2.168847911,1,0.01
9,1.406826117,0.035645664,3,1.467398688,3,0.01
11,0.952709516,0.087556538,0,2.348153776,3,0.01
4,0.277374731,0.363312482,4,1.007076825,0,0.00852436495
7,5.318322744,0.326318155,1,1.677029166,3,0.01
7,5.754242186,0.027053411,1,6.638585688,2,0.01
3,0.744423848,0.337420988,1,2.718704156,2,0.01
7,0.200895427,0.224216548,3,4.061434729,2,0.01
5,4.027721792,0.13911705,1,4.541280781,5,0.01
2,0.712977532,0.088319812,1,3.315598387,4,0.01
9,1.499832573,0.196632147,4,5.935198757,2,0.01
6,0.19885294,0.311858452,1,1.938400727,5,0.01
3,0.7695953,0.287652664,2,4.189476221,1,0.01
6,4.723693535,0.439439346,1,1.315052517,1,0.01
3,4.894996069,0.155536024,1,0.229859754,2,0.01
2,0.69611709,0.279358116,1,1.84650737,2,0.01
8,1.22803016,0.59475389,2,2.86015828,0,0.00857522498
4,0.432437157,0.077719754,4,1.398357618,2,0.0034366458900000002
5,0.231202463,0.259273096,1,9.031336937,1,0.01
4,14.55003526,0.239397829,1,2.962171481,2,0.01
3,3.19780183,0.245629467,4,5.103537226,0,0.01
4,2.343290508,0.149166535,4,7.753619465,3,0.01
3,4.350879889,0.228274051,4,3.355275997,3,0.01
11,5.499191484,0.540085384,0,1.943676716,2,0.01
6,4.930764886,0.406959852,4,1.177187519,0,0.01
5,0.050033259,0.590495513,2,0.682661987,1,0.00867616219
5,0.620363729,0.442881542,4,5.447255671,3,0.01
5,3.191809239,0.245295603,2,5.882262926,1,0.01
3,1.413657973,0.264205838,1,7.975180224,4,0.01
6,12.13369056,0.544289802,1,7.04402132,1,0.01
4,3.284501442,0.134096096,1,9.70128077,1,0.01
5,9.408357936,0.201210728,1,5.91338323,2,0.01
3,0.67485987,0.325353689,1,3.78541993,2,0.01
7,5.98435342,0.216508742,1,2.255782293,2,0.01
3,1.162959438,0.282316247,4,3.034358557,3,0.00897896538
6,13.68771409,0.186555115,0,3.320067856,3,0.01
7,0.514816755,0.234838612,2,8.782333224,2,0.01
1,2.179118172,0.095631588,4,7.198770264,2,0.01
6,4.72285717,0.216856988,1,1.620715678,1,0.01
4,1.700296885,0.2765028,0,4.216836409,1,0.01
2,1.89380943,0.218600291,2,5.191202248,1,0.01
2,12.88332128,0.136830957,1,4.800778579,0,0.01
5,1.661763886,0.243966451,1,2.432419124,2,0.01
5,2.77956947,0.155776394,1,3.19510358,3,0.01
3,0.168250016,0.117039081,1,6.408842255,3,0.01
5,5.539472257,0.375354137,1,2.556478474,4,0.01
11,3.133804888,0.079136736,1,1.389461929,4,0.01
2,1.552645026,0.204943372,1,5.118529117,1,0.01
6,0.04890508,0.288039924,1,3.020125557,6,0.01
5,2.687030159,0.345330234,0,6.903995903,3,0.01
3,0.038215864,0.683238418,1,3.412665935,1,0.00705522655
4,0.003613017,0.343929208,1,0.102908269,2,0.00650699634
10,2.872108295,0.077237151,3,4.044414241,4,0.01
1,0.62852481,0.369448089,4,4.393643437,2,0.01
8,0.639162177,0.452196543,1,7.167126058,2,0.01
3,3.177640248,0.269267353,4,1.746011434,1,0.01
5,0.165577992,0.225758026,1,2.236010886,0,0.0083357028
4,1.128034494,0.277988429,1,1.797174379,1,0.01
11,0.485552407,0.355630988,1,6.830538607,1,0.01
3,2.603761752,0.417402902,3,1.228754813,5,0.01
4,3.252044449,0.261752995,1,5.245660068,1,0.01
3,3.831091639,0.390195532,3,1.652763706,2,0.01
3,0.884044401,0.069617784,1,3.220612641,1,0.00919122055
8,0.280459711,0.173834387,3,0.743051374,4,0.01
1,0.245855472,0.18607011,1,4.98970283,2,0.01
5,1.666169818,0.091668958,2,2.892379178,1,0.01
7,8.747682185,0.281932058,2,5.634663643,1,0.01
3,0.736662285,0.333314111,3,4.910241559,1,0.01
7,0.890134552,0.519842489,1,2.326734227,4,0.01
5,0.319045685,0.26552452,4,1.710609349,3,0.01
7,2.790942866,0.370553002,3,3.43175196,0,0.01
5,3.417111279,0.364036796,1,2.08235095,0,0.01
7,3.089480465,0.222855999,0,10.71673503,0,0.01
5,5.922656356,0.315667881,3,3.348669273,1,0.01
4,1.999082489,0.134933347,2,7.499378056,1,0.01
5,0.433194811,0.483225121,1,4.096955476,3,0.01
11,1.024958447,0.527233083,2,2.849958506,3,0.01
7,3.257946912,0.341812343,1,1.615457294,2,0.01
6,2.84893744,0.357139691,2,4.351573405,4,0.01
3,2.271477551,0.120347306,2,1.381755565,1,0.01
0,3.446223803,0.441664121,3,3.699365146,2,0.01
10,3.043289243,0.22064778,1,4.443160263,0,0.01
5,6.394097049,0.38161989,4,2.756716975,1,0.01
5,2.645786595,0.230445419,1,5.63955697,1,0.01
3,4.523371187,0.286190059,2,2.160461192,2,0.01
4,0.857879293,0.267019529,4,6.196473623,2,0.01
2,3.401312781,0.11463312,3,7.454386412,3,0.01
2,6.974311694,0.56885057,1,4.258929191,2,0.01
7,1.461973493,0.2697323,1,5.560523214,1,0.01
3,4.530192374,0.408347904,1,4.846905858,2,0.01
1,3.870654892,0.32428201,2,4.233456594,2,0.01
3,0.184114454,0.09219368,1,4.22522503,2,0.01
7,2.613294735,0.063898273,3,1.228158615,2,0.01
5,0.418439201,0.037336904,2,6.582763687,1,0.01
5,10.26290004,0.155597194,1,3.173374521,0,0.01
4,5.004500072,0.196887513,1,3.451759403,0,0.01
5,0.348670586,0.201593523,1,3.040784495,2,0.01
5,0.389478787,0.424762682,1,1.675768736,3,0.01
3,2.707709794,0.207344946,2,2.765682261,2,0.01
3,1.268852574,0.03313243,2,7.756455818,2,0.01
6,0.106588881,0.185983828,4,1.828669941,5,0.01
6,2.340311001,0.037686627,1,0.225583215,2,0.01
4,1.47230977,0.412960137,0,0.670125272,2,0.00562878357
9,0.319672003,0.675431309,1,2.458751806,2,0.01
6,4.857258809,0.293536966,1,0.566132477,3,0.01
5,7.398022654,0.393245576,3,1.758211481,2,0.01
5,4.239072531,0.179487636,4,6.936113614,2,0.01
4,5.185041227,0.247643261,1,9.170584491,4,0.01
10,0.731916534,0.186412969,3,0.787049884,2,0.01
6,0.917835296,0.624656973,4,2.980979881,1,0.01
2,0.701580586,0.337603563,4,2.608252824,3,0.01
4,4.345319166,0.028792968,1,5.790953605,1,0.01
3,8.864754584,0.218521117,4,2.014743292,2,0.01
2,3.785199917,0.247622446,4,5.702744842,1,0.01
5,6.397685678,0.344513781,3,9.246031304,2,0.01
6,3.054132407,0.267690645,4,13.68943989,1,0.01
5,1.471402298,0.24133426,0,0.474316042,3,0.01
10,1.664131992,0.33244561,2,3.912895492,2,0.01
5,0.234927288,0.349158024,1,3.507485288,2,0.00884806882
5,0.0958878,0.343395616,2,6.925161644,2,0.01
4,3.567012232,0.335968368,1,7.86257709,1,0.01
4,1.73105062,0.095194403,1,3.316048891,3,0.01
3,2.410326673,0.40637359,2,9.927656398,2,0.01
6,2.447037847,0.247211303,1,2.967770557,2,0.01
4,0.974597967,0.356865827,3,1.57368289,2,0.01
2,1.938175451,0.265851233,4,5.735960729,0,0.01
9,1.908941048,0.325251855,2,1.157766066,2,0.01
5,1.475163942,0.393257032,0,5.517503514,3,0.01
9,5.155672845,0.090979334,1,5.696601767,2,0.01
5,1.799866841,0.188928425,4,6.916473761,4,0.01
5,2.776331415,0.164286315,4,2.973164095,2,0.01
1,6.776282297,0.051200119,1,6.479966111,2,0.01
5,6.034981364,0.319541662,1,0.38390755,4,0.01
8,6.633361543,0.083293612,1,4.716308439,1,0.01
6,0.944152768,0.57947604,4,3.824982869,2,0.01
2,0.106827093,0.620899664,4,7.575048449,1,0.01
5,0.907643263,0.112529264,1,13.61465526,2,0.01
5,0.98013097,0.295527094,2,10.78251722,3,0.01
4,7.202589801,0.336163272,1,0.817514166,2,0.01
6,3.142982524,0.334977718,2,3.530392639,2,0.01
5,0.255706369,0.330713766,0,2.121120393,2,0.01
6,0.436390653,0.60326461,1,1.428473711,2,0.00799695709
5,0.507657361,0.343151558,0,4.634242626,2,0.01
4,2.98617835,0.169097685,4,1.841314495,0,0.01
7,3.988767105,0.333913789,0,4.03998825,4,0.01
5,5.890717769,0.255854601,1,2.684361654,0,0.01
7,8.472229726,0.110411827,1,4.705387302,2,0.01
6,0.675829564,0.109807925,1,2.084484108,1,0.00985842256
4,1.11220201,0.252441044,3,6.742278267,0,0.01
8,0.824585337,0.409260398,3,2.853615687,1,0.01
4,1.333061765,0.263678431,1,1.813395949,3,0.01
3,7.383515553,0.53115808,4,3.248230484,1,0.01
5,2.567793026,0.451491628,1,5.111094379,1,0.01
10,4.020430428,0.302435962,1,2.032039463,4,0.01
6,2.020735131,0.45616602,2,3.418235,1,0.01
4,0.087847473,0.337951805,1,3.085623562,3,0.01
3,0.199046031,0.391168496,1,1.410347465,3,0.01
3,2.316071408,0.017976743,1,6.540207333,3,0.01
5,3.805950377,0.125009974,4,7.754137658,3,0.01
2,0.727478112,0.344800151,4,5.104160427,1,0.01
6,3.839426834,0.171431124,2,8.802778389,1,0.01
2,4.992724294,0.28272689,3,2.486164336,0,0.01
5,1.592561969,0.348430237,2,2.660900463,1,0.01
2,4.116218696,0.426873042,1,5.001045592,1,0.01
6,1.552694596,0.019799488,3,1.844890192,1,0.01
3,3.402879714,0.472950623,3,0.600382054,4,0.01
5,4.331732913,0.2978066,3,7.516459464,0,0.01
2,14.45754852,0.139911845,3,1.992582077,2,0.01
6,1.271177453,0.260668194,3,7.347503766,6,0.01
6,1.588195004,0.414656129,1,5.570132213,3,0.01
7,0.543199248,0.119070213,4,4.969958642,0,0.0098774666
6,0.684743638,0.450683956,1,6.24121016,2,0.01
6,3.54658504,0.518347759,4,2.394115272,2,0.01
4,7.468392303,0.252761828,1,7.38967523,2,0.01
4,1.505622185,0.126211565,1,9.965892335,3,0.01
7,0.594783773,0.176153067,3,7.295669483,0,0.01
5,1.006835718,0.325951288,1,1.464921589,5,0.01
5,1.82119308,0.275452224,4,4.260066703,5,0.01
8,1.030220057,0.345600879,2,1.130111228,0,0.00720768061
4,0.798071281,0.340203278,3,5.644779151,2,0.01
2,3.995242269,0.313481109,1,2.70520584,1,0.01
3,0.023627564,0.379432403,1,0.602693928,5,0.00702785434
4,2.324572261,0.180148532,1,2.478843579,5,0.01
6,4.736243237,0.598354833,3,3.603001744,3,0.01
9,0.928671947,0.259386976,3,1.935114155,4,0.01
3,2.773660655,0.496403221,2,7.460322506,1,0.01
5,3.31600546,0.366931593,0,2.159173792,0,0.01
3,3.192847345,0.193603777,3,1.868697966,3,0.01
2,1.770957632,0.321365075,0,0.531464657,4,0.01
4,1.276596275,0.300501816,1,6.371559823,1,0.01
9,5.422277967,0.263835058,1,3.890281483,2,0.01
4,4.261986151,0.572960721,1,6.933823217,3,0.01
5,1.162530089,0.187329145,1,4.04899829,0,0.01
8,0.326162447,0.424285495,2,8.666665972,1,0.01
8,0.223548544,0.410334999,2,5.410699554,1,0.01
5,0.297061892,0.27148165,2,4.971894324,1,0.01
3,2.623067471,0.079999061,3,3.530154628,3,0.01
9,0.159133457,0.383777966,0,0.44735529,4,0.01
2,1.232610002,0.219805855,4,2.05567889,2,0.01
8,4.197527337,0.099227301,1,1.699841191,1,0.01
7,1.045899951,0.334741924,1,3.471933997,4,0.01
6,4.322987662,0.098664056,1,2.438211664,5,0.01
9,4.104974806,0.333670862,1,6.782206626,2,0.01
3,0.846401011,0.408710051,2,6.241495328,1,0.01
6,3.914941534,0.214574757,2,2.86749538,2,0.01
7,4.132320684,0.521306515,1,3.89030056,1,0.01
7,1.519773434,0.228091474,3,1.962339229,1,0.01
5,0.708764199,0.640605795,3,5.442528618,0,0.01
5,2.209860601,0.184004528,1,5.020236739,2,0.01
1,7.630058679,0.465734538,1,10.43653859,2,0.01
7,3.061761545,0.342926716,4,3.354205346,1,0.01
4,0.56957062,0.16718495,2,8.308488578,2,0.01
7,3.444261,0.256940436,1,1.281164724,2,0.01
5,1.671671845,0.026442031,1,3.842829036,4,0.01
5,2.686001588,0.201002798,1,2.812136867,2,0.01
3,3.973499197,0.282543435,1,4.080773263,6,0.01
5,2.170493521,0.192655962,4,4.541662677,2,0.01
5,5.045767352,0.091769111,1,0.933465059,0,0.009106572010000001
4,3.842081879,0.297066887,1,6.793931683,1,0.01
3,2.864107369,0.189142524,1,6.787871828,3,0.01
3,0.490356268,0.29645337,4,3.089149796,0,0.01
5,5.4227358,0.286869761,1,3.217205729,0,0.01
10,8.24219416,0.631107278,1,4.532645125,2,0.01
2,0.441900528,0.705635399,2,6.579452445,1,0.01
5,2.009705162,0.471661893,2,4.451741074,2,0.01
3,0.898813558,0.475716253,1,6.165049455,3,0.01
4,4.213659825,0.431743485,1,1.75726484,2,0.01
6,3.836408422,0.478032567,4,8.524902479,0,0.01
3,0.455557889,0.618646353,0,2.425418992,2,0.01
4,6.287377997,0.092606715,1,5.05502632,2,0.01
4,0.59891492,0.256741366,1,3.550120926,1,0.00978562354
5,4.787478309,0.333312467,1,3.920297832,0,0.01
8,1.831829369,0.628110227,4,3.671376656,1,0.01
5,1.193706658,0.267842702,2,2.999590101,1,0.01
6,0.516778395,0.079727782,4,8.967515643,0,0.01
3,0.550377934,0.403704567,3,1.56167817,1,0.01
4,3.2531569,0.027417203,0,2.7670995,4,0.01
5,2.398393715,0.085261951,4,6.91278119,4,0.01
6,0.390617944,0.515838062,4,6.87437441,2,0.01
7,0.358709171,0.207304517,2,4.210922156,5,0.01
5,0.22517482,0.194480042,1,1.796633145,1,0.00954624504
2,4.085008344,0.38525511,2,4.202028417,3,0.01
6,3.733156369,0.210970935,2,1.841668395,3,0.01
4,0.18062291,0.400155152,3,1.377693794,3,0.01
2,2.464783646,0.375500462,1,3.836196361,1,0.01
4,0.265432043,0.283159102,3,0.796357859,0,0.00654653077
2,7.022287095,0.260663921,2,8.220105932,3,0.01
3,7.129257466,0.373090538,3,2.148944178,2,0.01
4,3.594300146,0.117814606,1,3.00687182,2,0.01
7,7.818739328,0.272193398,2,2.073955907,2,0.01
5,5.005224383,0.121313665,1,1.262660355,3,0.01
5,5.290190911,0.319155689,4,0.190798473,0,0.01
7,2.529872651,0.161968035,2,1.553836821,2,0.01
9,1.096105866,0.366318824,1,8.503792481,2,0.01
7,0.736931056,0.27422287,1,7.591828471,3,0.01
6,1.188921609,0.415024724,3,0.698398836,2,0.0085586269
6,2.970582341,0.089230768,1,8.213530972,3,0.01
9,0.56860607,0.61533604,0,4.082688253,0,0.01
2,0.897807783,0.312452847,2,1.203954509,2,0.01
3,1.8936786,0.142016526,1,5.414502455,3,0.01
9,0.796001392,0.205887482,3,3.181636304,3,0.01
3,2.664886369,0.582373813,1,2.30930065,1,0.01
8,7.698715674,0.559903238,4,2.46281022,2,0.01
5,4.136042641,0.452784925,1,5.27078863,1,0.01
4,3.293677171,0.093315764,0,5.743321678,2,0.01
9,2.622004071,0.114286917,3,1.787608823,2,0.01
2,2.007986758,0.137383337,4,4.642438917,1,0.01
5,0.619463566,0.332121828,1,4.319798431,0,0.01
10,6.75312347,0.208949638,1,0.068515468,1,0.01
5,0.857195933,0.201164375,3,5.988554334,3,0.01
4,0.287250126,0.3762792,3,1.823728578,2,0.01
7,4.15906524,0.308509914,1,3.187003317,3,0.01
3,0.57935482,0.046695097,1,4.19306206,0,0.009035370879999999
6,1.395148561,0.088796552,1,5.889094003,3,0.01
3,0.086077961,0.391854824,3,7.70817215,2,0.01
3,0.442257958,0.561637592,1,5.615400561,2,0.01
4,0.570590528,0.37903904,1,4.813500624,0,0.00657731118
1,0.167839028,0.516385478,1,3.869994369,0,0.00887873979
2,3.207075615,0.102481161,2,2.546246312,1,0.01
4,5.442158719,0.078697832,1,7.394133181,2,0.01
5,1.401935716,0.023435465,0,1.750777666,3,0.01
8,6.228177247,0.515381923,1,5.663944993,2,0.01
7,0.719902506,0.426977456,0,5.29198492,0,0.01
7,1.180863482,0.274349659,2,3.746355111,2,0.01
2,0.490159069,0.328271483,1,7.447491568,1,0.01
6,2.907170031,0.5692756,1,4.145950496,3,0.01
8,1.633507072,0.139676984,3,3.911168612,1,0.01
6,2.850189049,0.030190802,3,4.690626846,4,0.01
4,4.302358781,0.139937528,2,6.402000013,3,0.01
4,2.367012435,0.059808707,1,0.328570691,2,0.01
4,2.963604745,0.725325431,0,11.07541224,1,0.01
1,8.211679302,0.392727918,0,5.907398497,0,0.01
6,1.066017408,0.577319145,2,4.238077834,6,0.01
8,1.334944828,0.313740732,3,0.483464797,5,0.01
7,3.794390556,0.34575977,2,8.43242324,1,0.01
7,2.834884904,0.242038497,1,2.57983508,2,0.01
6,0.58999019,0.52526878,1,1.273983664,3,0.01
6,1.415523037,0.294517799,2,5.844368735,3,0.01
4,1.892422048,0.097843212,4,2.026631355,8,0.01
3,1.631027175,0.431631561,1,7.055173056,2,0.01
6,0.58904777,0.293930873,2,0.820836498,3,0.00950889965
3,7.748091344,0.2946134,4,3.369811794,2,0.01
10,4.310474514,0.401361429,1,4.242693299,1,0.01
5,1.969611726,0.646391883,1,3.681597153,2,0.01
6,3.418875045,0.69255316,4,1.917699797,1,0.01
6,6.827323359,0.619485238,1,3.641566684,0,0.01
4,0.439152252,0.354451103,1,0.546002894,2,0.01
6,0.864538791,0.4386649,1,4.215996772,4,0.01
5,2.347255127,0.198821806,1,2.609143553,1,0.01
3,4.813505913,0.388464049,4,5.142598676,1,0.01
2,0.110785301,0.273912399,3,4.330010178,1,0.01
3,12.40890476,0.091961241,2,0.929537038,6,0.01
2,1.820394384,0.410663132,2,2.89379656,1,0.009682403499999999
8,1.335259443,0.129297671,0,1.286938454,1,0.01
7,1.039004779,0.233362202,1,3.702190413,1,0.01
4,0.574777345,0.234760366,1,2.624259968,3,0.00916388898
3,4.70451234,0.515884885,0,5.568310756,3,0.01
3,9.331017197,0.240826907,0,3.859289093,5,0.01
6,1.601488358,0.46551132,1,2.630837546,2,0.01
5,9.136072128,0.117722932,1,3.754019898,1,0.01
1,5.208366097,0.165858706,2,2.187169435,2,0.01
8,1.967849737,0.528365459,1,4.5891749,5,0.01
9,3.362814615,0.174931589,3,3.864829791,5,0.01
4,1.71270464,0.150244853,1,0.332826847,3,0.00929452012
7,2.454250224,0.449508679,1,13.88265279,2,0.01
3,0.179397587,0.332728359,2,3.310659587,6,0.01
7,3.574783945,0.171888204,0,2.382783297,3,0.01
5,0.1628131,0.352745866,2,3.185406883,1,0.00922174675
6,5.096200274,0.292218055,1,5.185204653,3,0.01
8,5.227998272,0.344086868,0,2.964311074,1,0.01
2,0.811795641,0.155863284,2,2.782074586,3,0.00908468478
4,1.173190448,0.121921808,1,1.254665874,1,0.01
9,1.96934882,0.223826172,1,2.158186436,4,0.01
4,2.723947822,0.068012834,1,3.981381641,1,0.01
4,1.016310003,0.046692113,2,3.588964331,0,0.01
3,2.693042952,0.113980384,2,2.189102431,3,0.01
4,1.060555819,0.183856534,1,4.280078157,1,0.00962272681
4,0.171269304,0.108750227,1,2.169669397,0,0.0062999076300000005
6,0.007592248,0.12882989,1,4.284501677,3,0.01
7,0.319920862,0.407093656,2,1.110684347,1,0.00849981753
3,4.714269646,0.060121605,1,2.900586016,1,0.01
6,9.7659436,0.259721323,1,2.365593358,2,0.01
8,1.670431725,0.039872862,0,7.623073995,2,0.01
7,2.1565272,0.245981825,2,2.377260386,3,0.01
3,0.476453253,0.087288848,1,6.496031161,1,0.01
4,2.402406664,0.310411014,3,4.019969352,1,0.01
6,0.468750804,0.168936682,1,1.426578081,3,0.01
8,2.834181201,0.231050907,3,6.500456486,3,0.01
3,8.120792525,0.619717608,3,5.821393442,1,0.01
4,0.653343387,0.175148632,3,4.624260867,2,0.01
3,4.338944901,0.581071397,3,4.575273264,2,0.01
8,0.071349029,0.264998653,1,3.690304511,0,0.01
1,1.412398596,0.269398985,3,4.995924668,1,0.01
3,0.35212557,0.077148311,1,6.308064532,2,0.01
7,1.303795674,0.197304694,1,1.026282058,2,0.01
5,0.571800098,0.425523885,0,7.040877469,1,0.01
9,1.401885853,0.241474072,2,7.807379812,3,0.01
5,1.621395739,0.140817994,0,1.317407544,4,0.01
4,1.072559285,0.08610856,1,2.432555247,0,0.00817101927
5,3.206769752,0.450803575,2,4.338799247,3,0.01
7,7.534443788,0.425274145,1,6.033240573,2,0.01
3,1.53545522,0.61487293,3,3.515315029,2,0.00994498435
6,0.640854028,0.117149718,1,4.61220454,4,0.01
7,0.947103945,0.449655984,1,1.828706505,0,0.00877770703
4,5.772462893,0.078964049,1,4.117416666,3,0.01
4,2.543372008,0.202479709,3,8.363161393,1,0.01
4,1.820969182,0.304050772,1,3.866233219,1,0.01
3,0.486274903,0.429118481,4,5.506662868,2,0.01
4,1.792023962,0.085671293,1,2.018504085,2,0.01
2,0.979235452,0.612940349,1,1.730508748,1,0.01
7,8.602710019,0.270199753,1,10.56437726,0,0.01
6,6.464308986,0.118168019,0,4.372778695,3,0.01
7,0.262897574,0.34499304,1,5.856295955,5,0.01
5,2.181064407,0.515801486,1,7.317968459,0,0.01
4,0.764902611,0.209543499,4,1.053341715,1,0.01
5,1.586852133,0.2562896,1,9.166247466,0,0.01
4,6.2830077,0.107965699,3,3.915379514,1,0.01
7,2.249244787,0.271048047,1,10.21838447,3,0.01
5,1.220366772,0.220007806,2,1.434935301,0,0.01
6,0.69915879,0.223617045,1,6.577595892,1,0.01
5,4.83319059,0.172517371,2,2.340681628,3,0.01
2,2.938634358,0.047101883,4,3.11098325,1,0.00859004339
4,1.893704529,0.181852341,4,6.993846776,1,0.01
4,0.735724085,0.256015757,2,2.498128981,3,0.00855241692
6,1.220506824,0.161131777,0,3.682884111,1,0.01
11,9.644907403,0.132499496,1,3.707890059,2,0.01
6,2.202469688,0.16866646,1,2.551275907,3,0.01
8,1.535975317,0.245271535,3,2.390425833,3,0.01
5,2.210808481,0.215159845,3,0.745119243,2,0.01
3,4.528621708,0.355190535,1,2.947961126,4,0.01
5,1.247041539,0.129491249,3,4.342289833,1,0.01
1,0.590622843,0.057675739,1,2.927794642,0,0.01
8,2.637968517,0.208391632,3,4.557206982,3,0.01
6,3.282702591,0.466357663,4,15.48708465,2,0.01
4,3.741872933,0.207871567,2,6.807915677,4,0.01
7,6.410896491,0.497070744,1,3.637175185,1,0.01
1,1.391702646,0.607896644,3,5.90731732,1,0.01
7,0.23503586,0.070355622,3,5.936345778,2,0.01
3,9.535259713,0.305274388,1,0.473155938,1,0.01
9,1.712851976,0.714578607,2,8.886040074,3,0.01
4,2.928580123,0.448450628,0,3.662978097,2,0.01
2,3.292586536,0.462540745,1,4.377659838,4,0.01
4,2.372370716,0.172556496,1,0.408083359,1,0.01
6,0.689211461,0.176691403,1,4.635829517,1,0.01
2,4.221243351,0.312672509,2,4.047280223,3,0.01
1,4.885127948,0.421541215,0,1.904083902,3,0.01
